데이터 추출일 : 2026-07-21 16:36:43
약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
봉명메디칼약국,042-543-7572,"대전광역시 유성구 계룡로 120, 1층 102호 (봉명동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~22:00,09:00~20:00,09:00~20:00
봉명심야약국,042-822-8469,"대전광역시 유성구 온천북로13번길 21, 지상1층 109호 (봉명동)",,16:00~01:00,16:00~01:00,16:00~25:00,16:00~25:00,16:00~02:00,16:00~02:00,16:00~01:00,16:00~02:00
부민약국,051-806-8074,부산광역시 부산진구 부전로66번길 50 (부전동),부산광역시 부산진구 부전2동 517-2,09:00~21:30,09:00~21:30,09:00~21:30,09:00~21:30,09:00~22:30,09:00~22:30,10:00~19:00,09:00~21:00
부부온누리약국,064-742-5252,제주특별자치도 제주시 신대로16길 41 (연동),,15:00~27:00,15:00~27:00,15:00~27:00,15:00~27:00,15:00~27:00,17:00~03:00,17:00~03:00,17:00~27:00
부산레디영약국,051-245-3141,"부산광역시 중구 비프광장로 40, 비동 101호, 301호 (남포동5가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,
부천대형약국,032-345-0999,"경기도 부천시 소사구 경인로 470, 1층 (괴안동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
부천우리365약국,032-673-0424,"경기도 부천시 오정구 소사로 722, 103호 (원종동, 제이디 스카이빌)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,08:00~22:30,09:00~22:30,09:00~22:30
부평365약국,070-4281-1997,인천광역시 부평구 광장로 지하 15  (부평동),인천광역시 부평구 부평동 126-10 지하부평역 ,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,07:00~23:00,09:30~22:30,,
부평판도라약국,032-584-7595,"인천광역시 부평구 경인로 947 (부평동, 태성메디칼 109호110호)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~14:30,,
북대365약국,050-71315-6475,"전북특별자치도 전주시 덕진구 명륜4길 21, 1층 (덕진동1가)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
분수대약국,032-362-5317,"인천광역시 부평구 광장로 16, 부평민자역사 지하2층 39호, 40호 (부평동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
분수대약국,054-858-1636,경상북도 안동시 서동문로 155 (북문동),,08:00~23:00,08:00~18:00,08:00~23:00,08:00~18:00,08:00~23:00,08:00~13:00,,
비온뒤숲속약국 공공심야약국,02-332-3250,"서울특별시 마포구 월드컵로 111, (망원동)",서울특별시 마포구 망원2동 482-9,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
비타민약국,061-284-7571,"전남광주통합특별시 목포시 하당로 278, (옥암동)",전라남도 목포시 옥암동 956번지,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,18:00~24:00,22:00~24:00
비트플렉스약국,02-2200-1549,"서울특별시 성동구 왕십리광장로 17 (행당동, 비트플랙스내 2층 A05,06)",서울특별시 성동구 행당1동 168-1,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
사나약국,050-71369-9422,"부산광역시 부산진구 중앙대로 701, 1층 (부전동)",,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,22:00~25:00
사당365약국,02-588-9050,"서울특별시 관악구 과천대로 955, 1층 (남현동)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
사랑약국,063-229-1400,전북특별자치도 전주시 완산구 백제대로 74 (삼천동1가),,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00
사랑약국,054-247-2069,경상북도 포항시 북구 우창동로22번길 3-3 (우현동),경상북도 포항시 북구 우현1지구 토지구획정리사업지구 7블록 6롯트,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~17:00,09:00~17:00,09:00~18:00
사랑약국,07088711324,"경기도 수원시 팔달구 갓매산로 51, 105호 (매산로2가, 에스알프라자23차)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
사랑큰약국,031-326-0213,"경기도 용인시 처인구 중부대로 1485, 1층 (김량장동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
삼광약국,054-772-2772,경상북도 경주시 양정로251번길 13,경상북도 경주시 동천동 797-1번지/동천동 주민센터 북편,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,,10:30~22:00
삼성약국,031-979-7366,"경기도 고양시 덕양구 중앙로558번길 13, 102호 (행신동,삼성프라자)",경기도 고양시 덕양구 행신동 945-1 능곡삼성프라자 102호,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,10:00~25:00
삼성약국,031-928-5436,"경기도 의정부시 비우로 60, 인창빌딩 1층 104호 (녹양동)",,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00
삼성온누리약국,032-881-8171,"인천광역시 미추홀구 낙섬서로 4, 현대메디켈센타 102호 좌측호 (용현동)",,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,08:30~25:00,10:00~25:00,10:00~25:00
삼송스타약국,02-2063-9100,"경기도 고양시 덕양구 고양대로 1955, 지하2층 (동산동, 스타필드고양)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~22:00,10:00~22:00,10:00~23:00
삼육오사랑약국,032-575-6849,"인천광역시 서해구 칠천왕로33번길 14, 1층 일부호 (석남동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
삼육오약국,033-763-4072,강원특별자치도 원주시 단구로 386 (단구동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,12:30~22:00,09:00~23:00
삼일약국,053-568-3375,"대구광역시 달서구 와룡로 123, 1층 113호 (감삼동, 죽전역 동화아이위시)",대구광역시 달서구 장기동 544-1번지 경동빌딩 101호,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:30~24:00,09:30~24:00
삼일약국,031-256-1131,경기도 수원시 장안구 수성로245번길 64 (정자동) ,,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~13:00,22:00~25:00,22:00~25:00
삼화약국,02-803-4167,서울 금천구 은행나무로 12-1   (시흥동),서울 금천구 시흥동 905-8,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00,09:30~25:00
상수오아시스약국,070-8845-7431,"서울특별시 마포구 독막로 63, 1층 (상수동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,12:00~24:00,12:00~23:00,12:00~23:00
상현중앙약국,031-217-8897,"경기도 용인시 수지구 광교중앙로 302, 106호 (상현동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,18:00~25:00,18:00~25:00
새고운약국,02-973-9286,"서울특별시 노원구 동일로 1003, 1층 (공릉동)","서울특별시 노원구 공릉1,3동 615-21",09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,10:00~25:00,10:00~25:00
새내역약국,02-422-5152,"서울특별시 송파구 올림픽로 지하140, 잠실새내역 217-103호 (잠실동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
새동보약국,053-941-0427,대구광역시 동구 신암남로27길 81,대구광역시 동구 신암4동 333-1,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:00~21:30,08:00~22:00
새모란21세기약국,031-758-1940,"경기도 성남시 중원구 성남대로1148번길 2 , 1층 101,102,103호 (성남동, 소평빌딩) (성남동)","경기도 성남시 중원구 성남동 3492 소평빌딩 , 1층 101,102,103호 (성남동, 소평빌딩)",08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~14:30,08:00~22:00,08:00~22:00
새보은약국,02-996-7360,서울특별시 도봉구 삼양로154길 42 (쌍문동),,08:50~18:40,08:50~18:40,08:50~18:40,08:50~25:00,08:50~25:00,08:50~25:00,21:50~25:00,
새봄약국,032-562-8050,인천광역시 서해구 중봉대로 587 ,인천광역시 서구 경서동  956-20 홈플러스 인천청라점 ,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,,10:00~23:00
새생명약국,042-864-4661,"대전광역시 유성구 전민로70번길 38, (전민동)",대전광역시 유성구 전민동 337-2,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,,
새싹약국,031-211-2583,경기도 수원시 영통구 효원로 363,"경기도 수원시 영통구 효원로 363 (매탄동, 위브하늘채아파트상가)",08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~18:00,09:00~18:00,09:00~13:00
새인선약국,02-466-4159,서울특별시 성동구 광나루로11길 41-1  (송정동),서울특별시 성동구 송정동 73-880 ,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,11:00~25:00,12:00~22:00
새종로약국,063-545-7311,전북특별자치도 김제시 중앙로 92 (요촌동),전북특별자치도 김제시 요촌동 293-1 ,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,
새한약국,02-2651-1577,"서울특별시 강서구 등촌로 173, 1층 (등촌동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,11:00~22:30,11:00~22:30
새현대약국,032-341-7467,"경기도 부천시 역곡로 8, 1층 (역곡동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,08:30~25:00,10:00~25:00,08:30~25:00
샘골약국,063-538-0222,"전북특별자치도 정읍시 수성로 50, (수성동)",전북특별자치도 정읍시 수성동 1040-2,20:00~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,21:00~24:00,21:00~24:00,16:00~24:00
샛별약국,062-674-1398,"전남광주통합특별시 남구 서문대로 827, 상가동 1층 105호 (주월동, 봉선주월 대라수 어썸브릿지)",,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,11:00~22:30,16:00~22:00,16:00~22:00
서면짱약국,051-939-0906,"부산광역시 부산진구 중앙대로 694, 쥬디스태화 1층 109호 (부전동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,
서신토마토약국,063-274-5755,전북특별자치도 전주시 완산구 온고을로 66,전북특별자치도 전주시 완산구 서신동 962-3,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
서울드림약국,031-915-1199,"경기도 고양시 일산동구 고봉로 20-21, 119호 (장항동, 양우로데오랜드)",,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,17:00~22:30,,17:00~23:00
서울약국,031-842-9515,경기도 의정부시 시민로131번길 7,경기도 의정부시 의정부1동 173-16,10:30~23:30,10:30~23:30,10:30~23:30,10:30~23:30,10:30~23:30,10:30~23:30,15:00~22:00,15:00~22:00
선릉역약국,02-556-3339,"서울특별시 강남구 테헤란로 지하 340, 선릉역 지하1층 220-103호 (삼성동)",,07:30~22:30,07:30~22:30,07:30~22:30,07:30~22:30,07:30~22:30,10:00~18:00,,
선산희망약국,054-481-6648,경상북도 구미시 선산읍 남문로 22-1,,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~19:30,08:30~13:00,20:00~23:00,
선약국,031-456-7125,경기도 의왕시 전주남이길 28  (오전동),경기도 의왕시 오전동 375-12 ,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~20:00,09:00~20:00,22:00~25:00
선운포도약국,062-943-0031,"전남광주통합특별시 광산구 선운중앙로 46, 1층 (선암동)",,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30
설약국,02-2294-8274,서울특별시 성동구 마조로1길 39(행당동),,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
설약국,02-825-8272,"서울특별시 동작구 노량진로 124, 1층 (노량진동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:00,10:00~22:00,10:00~22:00
성가약국,043-836-2405,"충청북도 증평군 증평읍 광장로 91, 성가약국",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
성균관약국,031-292-7300,"경기도 수원시 장안구 서부로 2107, (율전동)",경기도 수원시 장안구 율전동 433-79,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,22:00~25:00,09:00~22:30,22:00~25:00,22:00~25:00
성남참조은약국,031-609-1113,"경기도 성남시 수정구 수정로 175, 동일빌딩 1층 (태평동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,11:00~25:00
성대정문약국,02-762-8788,"서울특별시 종로구 성균관로 34, 지강빌딩 1층 일부호 (명륜1가)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,13:00~23:00,
성모약국,061-724-5707,전남광주통합특별시 순천시 해룡면 순광로 220,전라남도 순천시 해룡면 복성리595,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,09:30~21:00,17:00~21:00,17:00~22:30
성모온누리약국,031-824-6969,"경기도 의정부시 행복로 31, 1층 (의정부동)",,09:00~22:20,09:00~22:20,09:00~22:20,09:00~22:20,09:00~22:20,,,
성보약국,033-745-8444,강원특별자치도 원주시 감영길 11-1 (일산동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~18:00,09:00~18:00,09:00~18:00,09:00~18:00
성보약국,031-391-7881,"경기도 군포시 군포로735번길 4, 1층 (산본동)",,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30
성북제일큰약국,02-2088-4751,"서울특별시 성북구 보문로 152, 윤홍빌딩 1층 (삼선동5가)",,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,08:30~24:00,12:00~24:00,12:00~24:00
성수레디영약국,02-467-7636,"서울특별시 성동구 성수일로6길 47, 현성빌딩 1층 101,102,103호 (성수동2가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
성수베리뉴약국,02-462-0331,"서울특별시 성동구 연무장7길 12, 세대빌딩 1층 101호 (성수동2가)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
성수서울숲약국,02-499-1164,"서울특별시 성동구 왕십리로 114, 신한빌딩 103호 (성수동1가)",,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:00,09:30~22:30,11:00~22:00,11:00~22:00,11:00~22:00
성심약국,02-959-8433,서울특별시 동대문구 회기로 185 (휘경동),,12:30~23:30,12:30~23:30,12:30~23:30,12:30~23:30,12:30~23:30,12:30~23:30,12:30~23:30,12:30~23:30
성화열린약국,043-233-8207,충청북도 청주시 서원구 서부로 1350 (성화동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
세곡온누리약국,070-8828-7963,"서울특별시 강남구 헌릉로569길 27, 2층 (세곡동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~21:30,09:00~21:30,09:00~21:30
세란약국,042-486-0214,"대전광역시 서구 둔산로 34, 102호 (둔산동, 씨엔씨타워)",,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00,00:00~24:00
세종로약국,02-846-0072,"서울특별시 영등포구 여의대방로 197, (신길동)",서울특별시 영등포구 신길7동 832,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,22:00~25:00,22:00~25:00
세종약국,041-579-3675,"충청남도 천안시 동남구 서부대로 276, 101호 (신방동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,09:00~23:00,09:00~23:00,09:00~23:00
세종약국,02-3210-2292,"서울특별시 종로구 세종대로23길 54, 세종빌딩 지하1층 130호 (당주동)",,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,09:00~25:00,22:00~25:00,
세종약국,051-758-4915,"부산광역시 수영구 광안해변로277번길 3, (민락동)",부산광역시 수영구 민락동 176-29,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,12:00~25:00,22:00~25:00
세종온누리약국,031-449-6679,경기도 안양시 만안구 안양로 148 (안양동),,08:00~20:00,08:00~20:00,08:00~20:00,08:00~20:00,08:00~25:00,08:00~17:00,,
세화약국,064-784-8442,제주특별자치도 제주시 구좌읍 세화10길 1,,08:30~23:00,08:00~18:00,08:30~23:00,08:30~23:00,08:30~23:00,08:00~23:00,20:00~23:00,
센느약국,031-376-4569,"경기도 오산시 수목원로 466, 1층 104호 (금암동)",,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:00~23:00,20:00~23:00,08:30~18:00
센타약국,032-552-1168,"인천광역시 계양구 계산새로 93, 103호 (용종동,밀레니엄프라자)",인천광역시 계양구 용종동 211-4,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,11:00~22:00,,
센터약국,031-842-3600,"경기도 의정부시 행복로 32, 1층 (의정부동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
센텀홍은약국,051-746-1131,부산광역시 해운대구 센텀2로 10 ,부산광역시 해운대구 우동 1518 센텀메디컬센타 ,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00,22:00~25:00
센트럴약국,031-870-1999,"경기도 의정부시 시민로 80, 센트럴타워 1층 106호 (의정부동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,22:00~25:00
셀메드현대약국,054-451-0068,경상북도 구미시 야은로 419 (도량동),경상북도 구미시 도량1동 561-14번지,09:00~23:00,09:00~23:00,09:00~18:30,09:00~23:00,09:00~23:00,09:00~14:00,,
셀약국,02-337-7959,"서울특별시 마포구 양화로 72, 1층 118호 (서교동)",,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,17:00~25:00,21:00~25:00
솔솔약국,031-401-7622,"경기도 안산시 단원구 고잔로 108, 대동조이월드 129-2호 (고잔동)",,08:30~25:00,08:30~23:00,08:30~25:00,08:30~25:00,09:30~14:00,08:30~25:00,09:30~25:00,09:30~14:00
송우수약국,031-541-8953,"경기도 포천시 소흘읍 솔모루로 9,",경기도 포천시 소흘읍 송우리 730-60 홈플러스1층,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,10:00~21:00,10:00~21:00,09:30~22:30
송탄온누리약국,031-662-1102,경기도 평택시  서정북로  71 (서정동),경기도 평택시 서정동 782-4,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
송파24약국,02-400-1502,"서울특별시 송파구 송파대로 111, 하비오길 송파대로202동 161호 (문정동, 파크하비오)",,08:30~23:50,08:30~23:50,08:30~23:50,08:30~23:50,08:30~23:50,08:30~23:50,08:30~23:50,08:30~23:50
송파제일큰약국,02-6287-4687,"서울특별시 송파구 백제고분로 275, 1층 1호 (석촌동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
수락프라자약국,02-935-7523,서울특별시 노원구 동일로 1669 (상계동),,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~22:00,08:30~22:00,09:00~22:00
수방초단골약국,031-244-0848,"경기도 수원시 팔달구 팔달로 115, (화서동)",경기도 수원시 팔달구 화서동 71-96,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:00,09:00~22:30,,09:00~21:00
수복약국,02-714-0667,서울특별시 용산구 새창로12길 12 (도원동),,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00
수성365약국,050-71414-5787,"대구광역시 수성구 무열로 161, 1층 101호 (만촌동)",,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00,11:00~25:00
수성당약국,032-866-6181,인천광역시 미추홀구 경인로 344 (주안동),,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~25:00,09:00~13:30,,
수암약국,031-466-6258,"경기도 안양시 만안구 안양로292번길 31, (안양동)",경기도 안양시 만안구 안양1동 674-179,10:30~25:00,10:30~25:00,10:30~25:00,10:30~25:00,10:30~25:00,11:00~24:00,13:00~24:00,10:30~13:00
수약국,055-244-8275,경상남도 창원시 마산합포구 현동4길 4 (우산동),,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~21:00,09:00~21:00,09:00~24:00
수온누리약국,054-439-7571,경상북도 김천시 혁신4로 9 (율곡동),,08:30~23:00,08:30~20:00,08:30~20:00,08:30~23:00,08:30~20:00,08:30~19:00,16:00~23:00,14:00~19:00
수완중앙온누리약국,062-954-9545,"전남광주통합특별시 광산구 수완로 14, 1층 102호 (수완동)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
수원백화점약국,031-244-0391,경기도 수원시 팔달구 팔달문로 1 (팔달로2가),,09:00~20:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,08:30~20:00
수원제일큰약국,031-8067-7474,"경기도 수원시 팔달구 중부대로 20, 1층 (구천동)",,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00,08:00~25:00
수종로약국,02-981-8151,"서울특별시 강북구 도봉로 61, 1층 (미아동)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:00,08:00~22:00,09:00~22:30
스마일약국,053-521-7831,대구광역시 달서구 달구벌대로 1467,대구광역시 달서구 용산동 230-11(지하1층)/성서 홈플러스 내 230-11,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:00,10:00~22:30
스마일약국,053-322-1897,"대구광역시 북구 동암로12길 8, 칠곡홈플러스 1층 (동천동)",,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:00,10:00~22:30
스마일온누리약국,031-000-0000,"경기도 수원시 팔달구 매산로 30, 101,102호 (매산로2가)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~18:00,09:00~18:00
스마트약국,02-6388-1967,"서울특별시 중구 장충단로 253, 1층 194호 (을지로6가)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,10:30~02:00
슬림약국,02-790-7527,"서울특별시 마포구 월드컵북로27길 16, 102호 (성산동)",,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~22:00,10:00~22:00,10:00~22:00
시계탑약국,064-794-1763,제주특별자치도 서귀포시 대정읍 신영로 115,,20:00~23:00,09:00~23:00,20:00~23:00,20:00~23:00,09:00~23:00,20:00~23:00,12:00~17:00,
시온약국,02-417-1365,서울특별시 송파구 백제고분로27길 19 (삼전동),,14:00~26:00,14:00~26:00,14:00~26:00,14:00~26:00,14:00~26:00,14:00~26:00,20:00~26:00,20:00~25:00
시원약국,02-904-1231,"서울특별시 강북구 오패산로 413, 1층 (번동, 미니스톱)",,11:00~23:30,11:00~23:30,11:00~23:30,11:00~23:30,11:00~23:30,11:00~23:30,11:00~23:30,11:00~23:30
시장약국,031-486-7033,경기도 안산시 단원구 원초로 30,경기도 안산시 단원구 원곡2동 846,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,12:00~22:30,12:00~22:30
시청큰약국,054-554-0555,경상북도 문경시 매봉4길 24 (모전동),,08:30~19:30,08:30~19:30,08:30~23:00,08:30~23:00,08:30~19:30,08:00~19:00,08:00~19:00,09:30~16:00
시화마트약국,031-497-4904,"경기도 시흥시 정왕대로 210 (정왕동, 이마트 1층)",,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,11:00~20:00,11:00~20:00,09:00~23:00
신림365약국,070-4632-3365,"서울특별시 관악구 신림로 323, 신광빌딩 1층 108호 (신림동)",,12:00~24:00,12:00~24:00,12:00~24:00,12:00~24:00,12:00~24:00,12:00~24:00,10:00~24:00,12:00~24:00
신림역약국,070-5046-4033,"서울특별시 관악구 남부순환로 지하1614, 신림역 230-106호 (신림동)",,07:30~23:00,07:30~23:00,07:30~23:00,07:30~23:00,07:30~23:00,10:00~23:00,10:00~23:00,10:00~23:00
신미소약국,02-855-9842,"서울특별시 관악구 시흥대로 566, 1층 (신림동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
신사귀족약국,02-540-5465,"서울특별시 서초구 강남대로97길 17, 1층 (잠원동)",,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:30~22:30,09:00~22:30,,11:00~15:00
신사달약국,070-8702-3060,"서울특별시 강남구 압구정로2길 59, (주)로터스가든 B1층 1호 (신사동)",,08:30~23:00,08:30~23:00,08:30~23:00,08:30~23:00,08:30~24:00,10:30~24:00,15:00~22:30,
신성메디칼약국,031-234-5335,"경기도 수원시 팔달구 권광로 187, 1층 (인계동)",경기도 수원시 팔달구 인계동 1113,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,15:00~23:00,14:00~23:00
신성약국,031-595-8363,"경기도 남양주시 홍유릉로248번길 39, 122, 123호 (금곡동, 다남프라자)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~13:00,10:00~20:00,10:00~01:00
